example_id,group_id,twin_pair_id,split,family,domain,profile_variant,query_kind,zone,history,query,action,preference_label,owner,information_type,temporal_validity,applies_when,does_not_apply_when,clarification_question,apply_response,neutral_response
education_detail-test-008-inside-stable,education_detail-test-008,education_detail-test-008-inside,test,education_detail,education,stable,inside,inside,"Session 1: Across subjects, examples and intermediate steps help me most.
Session 2: I consistently learn best from detailed step-by-step explanations.
Session 3: Even for familiar material, I prefer seeing the reasoning process.
Session 4: I want a detailed explanation with the intermediate reasoning.
Session 5: We also discussed a calendar reminder for next month.
Session 6: A different session was about fixing a small Python error.
Session 7: Detailed teaching is a stable learning preference for me.","I am new to this subject, so build the explanation from first principles.",APPLY,detailed step-by-step explanations,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
writing_formality-test-011-inside-scoped,writing_formality-test-011,writing_formality-test-011-inside,test,writing_formality,writing,scoped,inside,inside,"Session 1: This draft is addressed to a professor, so the audience requires formality.
Session 2: Make this draft professional and formal.
Session 3: I use a relaxed tone with friends and close teammates.
Session 4: Another message asked for a summary of a news article.
Session 5: There was a separate exchange about organizing files on a laptop.
Session 6: The formal request applies only to academic or official recipients.
Session 7: It is an audience-specific requirement, not my universal style.",Draft a reply to the university administration.,APPLY,formal writing style,user,contextual_preference,context-dependent,"the recipient is a professor, administrator, employer, or other official audience",the recipient is a close friend or an informal peer group,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_examples-train-034-near-stable,education_examples-train-034,education_examples-train-034-near,train,education_examples,education,stable,near,inside,"Session 1: Example-driven teaching is a stable preference for me.
Session 2: I consistently ask for at least one worked example.
Session 3: Please teach this with several concrete examples.
Session 4: We also discussed a calendar reminder for next month.
Session 5: I generally understand ideas best through concrete examples.
Session 6: Another message asked for a summary of a news article.
Session 7: Across technical subjects, examples are my preferred learning method.","I need a description, although I have not specified whether examples are useful.",APPLY,example-driven teaching,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
education_examples-train-003-near-stable,education_examples-train-003,education_examples-train-003-near,train,education_examples,education,stable,near,inside,"Session 1: Across technical subjects, examples are my preferred learning method.
Session 2: Use examples rather than only abstract definitions.
Session 3: There was an unrelated request to rename several documents.
Session 4: I consistently ask for at least one worked example.
Session 5: I generally understand ideas best through concrete examples.
Session 6: Another short conversation concerned a book recommendation.
Session 7: Example-driven teaching is a stable preference for me.","I need a description, although I have not specified whether examples are useful.",APPLY,example-driven teaching,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
travel_budget-test-007-outside-stable,travel_budget-test-007,travel_budget-test-007-outside,test,travel_budget,travel,stable,outside,inside,"Session 1: I generally choose the least expensive clean hotel, even when someone else pays.
Session 2: There was a separate exchange about organizing files on a laptop.
Session 3: There was an unrelated request to rename several documents.
Session 4: Recommend an inexpensive hotel that is still acceptable.
Session 5: Budget hotels are my default travel preference.
Session 6: Saving money on accommodation is a persistent priority for me.
Session 7: Across my trips, I care more about price than luxury.",The organization is paying and there is no spending limit for lodging.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
writing_formality-train-031-inside-stable,writing_formality-train-031,writing_formality-train-031-inside,train,writing_formality,writing,stable,inside,inside,"Session 1: Professional language is my default even with familiar colleagues.
Session 2: Another message asked for a summary of a news article.
Session 3: Across audiences, I generally avoid casual expressions.
Session 4: We also discussed the weather for an unrelated day trip.
Session 5: Make this draft professional and formal.
Session 6: I consistently prefer formal wording in written communication.
Session 7: A formal tone is a stable writing preference for me.",Polish this note before I send it to my supervisor.,APPLY,formal writing style,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_answer_only-test-008-outside-stable,education_answer_only-test-008,education_answer_only-test-008-outside,test,education_answer_only,education,stable,outside,inside,"Session 1: Even without time pressure, I want only the answer.
Session 2: The final result is my persistent preference when asking for help.
Session 3: For this question, do not include the derivation.
Session 4: Across subjects, I usually work through the reasoning independently.
Session 5: Another message asked for a summary of a news article.
Session 6: There was a separate exchange about organizing files on a laptop.
Session 7: I consistently prefer answer-only assistance for exercises.",I am no longer timing myself; show me the reasoning.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
writing_formality-train-014-near-scoped,writing_formality-train-014,writing_formality-train-014-near,train,writing_formality,writing,scoped,near,near,"Session 1: The formal request applies only to academic or official recipients.
Session 2: We briefly talked about a grocery list for the weekend.
Session 3: We also discussed a calendar reminder for next month.
Session 4: This draft is addressed to a professor, so the audience requires formality.
Session 5: It is an audience-specific requirement, not my universal style.
Session 6: Please rewrite this message in a formal tone.
Session 7: I use a relaxed tone with friends and close teammates.","Rewrite this message, but I have not said who will receive it.",CLARIFY,formal writing style,user,contextual_preference,context-dependent,"the recipient is a professor, administrator, employer, or other official audience",the recipient is a close friend or an informal peer group,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_answer_only-train-046-outside-scoped,education_answer_only-train-046,education_answer_only-train-046-outside,train,education_answer_only,education,scoped,outside,outside,"Session 1: This is a timed practice round, so I need only the answer right now.
Session 2: The answer-only request is limited to speed drills.
Session 3: A different session was about fixing a small Python error.
Session 4: Just tell me the correct answer.
Session 5: Another message asked for a summary of a news article.
Session 6: Outside timed practice, I normally want explanations and hints.
Session 7: It is a temporary task constraint, not my general learning style.",Teach me how to solve similar questions next time.,IGNORE,answer-only assistance,user,temporary_constraint,context-dependent,"the user is in a timed drill, speed test, or explicitly requests answer-only output","the user is studying, reviewing mistakes, or asks for conceptual understanding","Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
food_quick_meals-test-007-near-stable,food_quick_meals-test-007,food_quick_meals-test-007-near,test,food_quick_meals,food,stable,near,inside,"Session 1: Fast recipes are my persistent cooking preference.
Session 2: Another message asked for a summary of a news article.
Session 3: Even when I am free, I usually choose simple meals.
Session 4: Across weekdays and weekends, preparation time is a major priority.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: For this request, prioritize speed and convenience.
Session 7: I generally prefer quick meals because I dislike lengthy cooking.",I have not said whether I am still busy or finally free.,APPLY,quick-to-prepare meals,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you still under time pressure, or do you have time for a longer recipe?","I will prioritize a fast, low-preparation meal.",I will consider a more involved recipe instead of assuming you are still time-constrained.
writing_formality-train-031-near-scoped,writing_formality-train-031,writing_formality-train-031-near,train,writing_formality,writing,scoped,near,near,"Session 1: This draft is addressed to a professor, so the audience requires formality.
Session 2: The formal request applies only to academic or official recipients.
Session 3: A different session was about fixing a small Python error.
Session 4: It is an audience-specific requirement, not my universal style.
Session 5: Another message asked for a summary of a news article.
Session 6: Please rewrite this message in a formal tone.
Session 7: I use a relaxed tone with friends and close teammates.","Make this message appropriate, although I have not identified the recipient.",CLARIFY,formal writing style,user,contextual_preference,context-dependent,"the recipient is a professor, administrator, employer, or other official audience",the recipient is a close friend or an informal peer group,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
writing_conciseness-train-029-outside-stable,writing_conciseness-train-029,writing_conciseness-train-029-outside,train,writing_conciseness,writing,stable,outside,inside,"Session 1: Even when I have time, I usually want the direct answer first.
Session 2: Another message asked for a summary of a news article.
Session 3: We also discussed a calendar reminder for next month.
Session 4: Brevity is a persistent interaction preference for me.
Session 5: I generally prefer concise answers across most tasks.
Session 6: For this request, give me only the key points.
Session 7: Across our conversations, short responses are my default.",Walk me through the concept carefully with examples.,APPLY,concise answers,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Would you like only the final answer, or a detailed step-by-step explanation?",I will keep the answer concise and give the main result first.,I will not force the earlier brevity preference onto this learning request.
food_vegetarian-train-022-outside-scoped,food_vegetarian-train-022,food_vegetarian-train-022-outside,train,food_vegetarian,food,scoped,outside,outside,"Session 1: It should not be stored as my own general diet.
Session 2: A different session was about fixing a small Python error.
Session 3: I normally eat meat and fish myself.
Session 4: This meat-free request applies only when I am cooking for her.
Session 5: There was an unrelated request to rename several documents.
Session 6: Please suggest a vegetarian meal.
Session 7: The vegetarian guest is my sister, not me.",No vegetarian guests are involved in this dinner.,IGNORE,vegetarian meals,sister,other_owner,context-dependent,the meal is for the vegetarian sister or another explicitly vegetarian guest,the meal is for the user alone and no vegetarian guest is involved,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
food_vegetarian-train-038-near-stable,food_vegetarian-train-038,food_vegetarian-train-038-near,train,food_vegetarian,food,stable,near,inside,"Session 1: Vegetarian eating is a persistent personal preference.
Session 2: For this request, avoid meat and fish.
Session 3: Another short conversation concerned a book recommendation.
Session 4: Even at celebrations, I choose vegetarian dishes.
Session 5: We also discussed a calendar reminder for next month.
Session 6: Across restaurants and home cooking, I avoid meat and fish.
Session 7: I am consistently vegetarian in my own meals.",Plan a meal; the guests are still unknown.,APPLY,vegetarian meals,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
travel_budget-train-039-outside-scoped,travel_budget-train-039,travel_budget-train-039-outside,train,travel_budget,travel,scoped,outside,outside,"Session 1: Cheap accommodation is not a general travel preference for me.
Session 2: A different session was about fixing a small Python error.
Session 3: Another message asked for a summary of a news article.
Session 4: This trip is different because the university reimbursement cap is strict.
Session 5: Recommend an inexpensive hotel that is still acceptable.
Session 6: I usually enjoy comfortable premium hotels.
Session 7: The low-price request is only for this capped trip.",My employer will cover the full hotel cost with no reimbursement cap.,IGNORE,budget-conscious accommodation,user,temporary_constraint,context-dependent,the traveler is paying personally or a strict reimbursement cap applies,the trip is fully reimbursed without a cap,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
travel_comfort-train-005-near-scoped,travel_comfort-train-005,travel_comfort-train-005-near,train,travel_comfort,travel,scoped,near,near,"Session 1: After recovery, I usually accept basic low-cost travel.
Session 2: Prioritize comfort over saving a small amount of money.
Session 3: Another message asked for a summary of a news article.
Session 4: Extra comfort is medically useful during this recovery period.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: This comfort requirement is temporary, not a universal preference.
Session 7: I am recovering from a temporary back injury.",I need transportation; my current physical condition is unknown.,CLARIFY,high-comfort travel,user,temporary_state,context-dependent,"the user is currently injured, physically exhausted, or needs accessibility support",the user has recovered and is planning a routine low-cost trip,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
education_examples-train-036-near-scoped,education_examples-train-036,education_examples-train-036-near,train,education_examples,education,scoped,near,near,"Session 1: It is not required in every educational response.
Session 2: Use examples rather than only abstract definitions.
Session 3: Another short conversation concerned a book recommendation.
Session 4: There was a separate exchange about organizing files on a laptop.
Session 5: For reference sheets, I prefer compact definitions without examples.
Session 6: The request for examples applies only to abstract learning sessions.
Session 7: This concept is unusually abstract, so examples are needed for this topic.","Explain this, but I have not said whether it is for learning or reference.",CLARIFY,example-driven teaching,user,contextual_preference,context-dependent,"the concept is abstract, unfamiliar, or explicitly taught for understanding","the user requests a compact reference, formula sheet, or glossary entry","Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
travel_budget-train-001-inside-stable,travel_budget-train-001,travel_budget-train-001-inside,train,travel_budget,travel,stable,inside,inside,"Session 1: Saving money on accommodation is a persistent priority for me.
Session 2: Budget hotels are my default travel preference.
Session 3: There was an unrelated request to rename several documents.
Session 4: Another message asked for a summary of a news article.
Session 5: I generally choose the least expensive clean hotel, even when someone else pays.
Session 6: Recommend an inexpensive hotel that is still acceptable.
Session 7: Across my trips, I care more about price than luxury.",I need accommodation that stays within my limited personal budget.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
writing_formality-train-008-inside-stable,writing_formality-train-008,writing_formality-train-008-inside,train,writing_formality,writing,stable,inside,inside,"Session 1: A formal tone is a stable writing preference for me.
Session 2: Professional language is my default even with familiar colleagues.
Session 3: We also discussed a calendar reminder for next month.
Session 4: Please rewrite this message in a formal tone.
Session 5: I consistently prefer formal wording in written communication.
Session 6: There was an unrelated request to rename several documents.
Session 7: Across audiences, I generally avoid casual expressions.",Rewrite this email to the department chair.,APPLY,formal writing style,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
travel_proximity-test-013-outside-scoped,travel_proximity-test-013,travel_proximity-test-013-outside,test,travel_proximity,travel,scoped,outside,outside,"Session 1: The tight schedule makes proximity important only for this trip.
Session 2: We briefly talked about a grocery list for the weekend.
Session 3: This is a one-day business visit with meetings from early morning.
Session 4: The walking-distance request is not a general preference.
Session 5: For this trip, prioritize walking distance to the destination.
Session 6: There was a separate exchange about organizing files on a laptop.
Session 7: On normal vacations, I prefer quieter hotels outside crowded centers.",I have a long holiday and do not mind traveling to attractions.,IGNORE,accommodation close to the destination,user,current_goal,context-dependent,the trip is a short business visit with a tightly packed schedule,the trip is a relaxed multi-day leisure vacation,"Is this a tightly scheduled short visit, or a relaxed leisure trip?",I will prioritize hotels close to the main destination.,I will consider quieter or more comfortable areas instead of assuming proximity is essential.
travel_proximity-train-040-near-scoped,travel_proximity-train-040,travel_proximity-train-040-near,train,travel_proximity,travel,scoped,near,near,"Session 1: This is a one-day business visit with meetings from early morning.
Session 2: The tight schedule makes proximity important only for this trip.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: For this trip, prioritize walking distance to the destination.
Session 5: On normal vacations, I prefer quieter hotels outside crowded centers.
Session 6: A different session was about fixing a small Python error.
Session 7: The walking-distance request is not a general preference.",Recommend accommodation; the length and pace of the trip are unknown.,CLARIFY,accommodation close to the destination,user,current_goal,context-dependent,the trip is a short business visit with a tightly packed schedule,the trip is a relaxed multi-day leisure vacation,"Is this a tightly scheduled short visit, or a relaxed leisure trip?",I will prioritize hotels close to the main destination.,I will consider quieter or more comfortable areas instead of assuming proximity is essential.
travel_proximity-train-004-outside-stable,travel_proximity-train-004,travel_proximity-train-004-outside,train,travel_proximity,travel,stable,outside,inside,"Session 1: Across trips, staying close to the main destination is my default.
Session 2: Even on relaxed vacations, I dislike long travel from the hotel.
Session 3: Find a hotel as close to the venue as possible.
Session 4: A different session was about fixing a small Python error.
Session 5: Another message asked for a summary of a news article.
Session 6: Proximity is a persistent accommodation preference for me.
Session 7: I generally prioritize location over hotel amenities.",I have many free days and prefer staying outside the tourist center.,APPLY,accommodation close to the destination,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a tightly scheduled short visit, or a relaxed leisure trip?",I will prioritize hotels close to the main destination.,I will consider quieter or more comfortable areas instead of assuming proximity is essential.
education_examples-train-020-inside-scoped,education_examples-train-020,education_examples-train-020-inside,train,education_examples,education,scoped,inside,inside,"Session 1: The request for examples applies only to abstract learning sessions.
Session 2: Use examples rather than only abstract definitions.
Session 3: For reference sheets, I prefer compact definitions without examples.
Session 4: We also discussed the weather for an unrelated day trip.
Session 5: We also discussed a calendar reminder for next month.
Session 6: This concept is unusually abstract, so examples are needed for this topic.
Session 7: It is not required in every educational response.",I cannot visualize this; give me concrete examples.,APPLY,example-driven teaching,user,contextual_preference,context-dependent,"the concept is abstract, unfamiliar, or explicitly taught for understanding","the user requests a compact reference, formula sheet, or glossary entry","Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
education_detail-train-043-inside-stable,education_detail-train-043,education_detail-train-043-inside,train,education_detail,education,stable,inside,inside,"Session 1: Detailed teaching is a stable learning preference for me.
Session 2: I consistently learn best from detailed step-by-step explanations.
Session 3: Another message asked for a summary of a news article.
Session 4: We briefly talked about a grocery list for the weekend.
Session 5: I want a detailed explanation with the intermediate reasoning.
Session 6: Across subjects, examples and intermediate steps help me most.
Session 7: Even for familiar material, I prefer seeing the reasoning process.",I am learning this chapter and need the full derivation.,APPLY,detailed step-by-step explanations,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
writing_formality-train-020-near-stable,writing_formality-train-020,writing_formality-train-020-near,train,writing_formality,writing,stable,near,inside,"Session 1: Professional language is my default even with familiar colleagues.
Session 2: Make this draft professional and formal.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: There was an unrelated request to rename several documents.
Session 5: I consistently prefer formal wording in written communication.
Session 6: A formal tone is a stable writing preference for me.
Session 7: Across audiences, I generally avoid casual expressions.","Rewrite this message, but I have not said who will receive it.",APPLY,formal writing style,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_answer_only-train-003-inside-stable,education_answer_only-train-003,education_answer_only-train-003-inside,train,education_answer_only,education,stable,inside,inside,"Session 1: The final result is my persistent preference when asking for help.
Session 2: There was an unrelated request to rename several documents.
Session 3: We also discussed the weather for an unrelated day trip.
Session 4: I consistently prefer answer-only assistance for exercises.
Session 5: Even without time pressure, I want only the answer.
Session 6: For this question, do not include the derivation.
Session 7: Across subjects, I usually work through the reasoning independently.","For this speed round, output only the result.",APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
writing_directness-train-024-near-scoped,writing_directness-train-024,writing_directness-train-024-near,train,writing_directness,writing,scoped,near,near,"Session 1: For emotional or conflict-sensitive conversations, I prefer gentler wording.
Session 2: This is an internal logistics message where speed matters.
Session 3: It is not my general approach for every audience.
Session 4: Remove hedging and state the request clearly.
Session 5: There was a separate exchange about organizing files on a laptop.
Session 6: A different session was about fixing a small Python error.
Session 7: The direct style is limited to operational requests.",Make this appropriate; the emotional stakes are unclear.,CLARIFY,direct communication,user,contextual_preference,context-dependent,"the message concerns logistics, deadlines, or clear task assignment","the message addresses grief, conflict, rejection, or another sensitive situation","Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
travel_budget-train-023-near-stable,travel_budget-train-023,travel_budget-train-023-near,train,travel_budget,travel,stable,near,inside,"Session 1: Saving money on accommodation is a persistent priority for me.
Session 2: Another message asked for a summary of a news article.
Session 3: There was an unrelated request to rename several documents.
Session 4: Budget hotels are my default travel preference.
Session 5: For this trip, please find a cheap but clean hotel.
Session 6: Across my trips, I care more about price than luxury.
Session 7: I generally choose the least expensive clean hotel, even when someone else pays.",The payment policy is still unclear.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
food_spiciness-train-008-outside-stable,food_spiciness-train-008,food_spiciness-train-008-outside,train,food_spiciness,food,stable,outside,inside,"Session 1: Even when others order spicy food, I select the mild option.
Session 2: We briefly talked about a grocery list for the weekend.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: Across cuisines, I consistently choose mild dishes.
Session 5: I generally dislike spicy food.
Session 6: For this meal, avoid strong chili heat.
Session 7: Avoiding chili heat is a persistent preference for me.",The treatment ended and I want my usual spicy food again.,APPLY,mild food,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is your stomach still sensitive, or has the temporary restriction ended?",I will recommend a mild dish with little or no chili heat.,I will not assume the temporary mild-food restriction still applies.
food_quick_meals-train-015-inside-scoped,food_quick_meals-train-015,food_quick_meals-train-015-inside,train,food_quick_meals,food,scoped,inside,inside,"Session 1: It is a temporary time constraint, not my general cooking preference.
Session 2: This week I have an unusually heavy deadline.
Session 3: The quick-meal request applies only during the deadline period.
Session 4: We briefly talked about a grocery list for the weekend.
Session 5: For this request, prioritize speed and convenience.
Session 6: Another message asked for a summary of a news article.
Session 7: Normally I enjoy slow cooking when my schedule is open.",My schedule is packed tonight; suggest something quick.,APPLY,quick-to-prepare meals,user,current_goal,context-dependent,the user is currently facing a deadline or has very limited cooking time,the deadline has passed and the user has time for relaxed cooking,"Are you still under time pressure, or do you have time for a longer recipe?","I will prioritize a fast, low-preparation meal.",I will consider a more involved recipe instead of assuming you are still time-constrained.
education_examples-test-009-inside-scoped,education_examples-test-009,education_examples-test-009-inside,test,education_examples,education,scoped,inside,inside,"Session 1: It is not required in every educational response.
Session 2: Another short conversation concerned a book recommendation.
Session 3: The request for examples applies only to abstract learning sessions.
Session 4: For reference sheets, I prefer compact definitions without examples.
Session 5: There was an unrelated request to rename several documents.
Session 6: Use examples rather than only abstract definitions.
Session 7: This concept is unusually abstract, so examples are needed for this topic.",Use an illustrative case to make this unfamiliar idea clear.,APPLY,example-driven teaching,user,contextual_preference,context-dependent,"the concept is abstract, unfamiliar, or explicitly taught for understanding","the user requests a compact reference, formula sheet, or glossary entry","Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
writing_directness-train-044-inside-scoped,writing_directness-train-044,writing_directness-train-044-inside,train,writing_directness,writing,scoped,inside,inside,"Session 1: This is an internal logistics message where speed matters.
Session 2: It is not my general approach for every audience.
Session 3: Please make the message very direct.
Session 4: For emotional or conflict-sensitive conversations, I prefer gentler wording.
Session 5: There was a separate exchange about organizing files on a laptop.
Session 6: We also discussed the weather for an unrelated day trip.
Session 7: The direct style is limited to operational requests.",Tell the team that the file is due by noon.,APPLY,direct communication,user,contextual_preference,context-dependent,"the message concerns logistics, deadlines, or clear task assignment","the message addresses grief, conflict, rejection, or another sensitive situation","Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
travel_budget-test-000-near-stable,travel_budget-test-000,travel_budget-test-000-near,test,travel_budget,travel,stable,near,inside,"Session 1: I generally choose the least expensive clean hotel, even when someone else pays.
Session 2: There was an unrelated request to rename several documents.
Session 3: Budget hotels are my default travel preference.
Session 4: Recommend an inexpensive hotel that is still acceptable.
Session 5: Another message asked for a summary of a news article.
Session 6: Saving money on accommodation is a persistent priority for me.
Session 7: Across my trips, I care more about price than luxury.",It is unclear whether I or the sponsor will cover accommodation.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
writing_directness-train-045-near-stable,writing_directness-train-045,writing_directness-train-045-near,train,writing_directness,writing,stable,near,inside,"Session 1: I generally value direct communication, even in sensitive discussions.
Session 2: Avoiding unnecessary hedging is a persistent preference of mine.
Session 3: We briefly talked about a grocery list for the weekend.
Session 4: There was an unrelated request to rename several documents.
Session 5: Please make the message very direct.
Session 6: Direct wording is my default style.
Session 7: Across contexts, I prefer people to state the point clearly.","I need a reply, but I have not described the relationship or situation.",APPLY,direct communication,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
writing_formality-train-022-inside-stable,writing_formality-train-022,writing_formality-train-022-inside,train,writing_formality,writing,stable,inside,inside,"Session 1: Across audiences, I generally avoid casual expressions.
Session 2: Another message asked for a summary of a news article.
Session 3: I consistently prefer formal wording in written communication.
Session 4: A formal tone is a stable writing preference for me.
Session 5: Please rewrite this message in a formal tone.
Session 6: We also discussed the weather for an unrelated day trip.
Session 7: Professional language is my default even with familiar colleagues.",Rewrite this email to the department chair.,APPLY,formal writing style,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_answer_only-train-043-inside-stable,education_answer_only-train-043,education_answer_only-train-043-inside,train,education_answer_only,education,stable,inside,inside,"Session 1: Across subjects, I usually work through the reasoning independently.
Session 2: For this question, do not include the derivation.
Session 3: Even without time pressure, I want only the answer.
Session 4: We also discussed the weather for an unrelated day trip.
Session 5: The final result is my persistent preference when asking for help.
Session 6: A different session was about fixing a small Python error.
Session 7: I consistently prefer answer-only assistance for exercises.",This is a sixty-second drill; return only the option.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
education_detail-train-004-outside-stable,education_detail-train-004,education_detail-train-004-outside,train,education_detail,education,stable,outside,inside,"Session 1: I consistently learn best from detailed step-by-step explanations.
Session 2: Another short conversation concerned a book recommendation.
Session 3: Even for familiar material, I prefer seeing the reasoning process.
Session 4: I want a detailed explanation with the intermediate reasoning.
Session 5: Detailed teaching is a stable learning preference for me.
Session 6: We briefly talked about a grocery list for the weekend.
Session 7: Across subjects, examples and intermediate steps help me most.",Check whether my result is right without reteaching the topic.,APPLY,detailed step-by-step explanations,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
food_quick_meals-test-003-near-scoped,food_quick_meals-test-003,food_quick_meals-test-003-near,test,food_quick_meals,food,scoped,near,near,"Session 1: It is a temporary time constraint, not my general cooking preference.
Session 2: Normally I enjoy slow cooking when my schedule is open.
Session 3: Suggest a meal that takes very little time to prepare.
Session 4: The quick-meal request applies only during the deadline period.
Session 5: A different session was about fixing a small Python error.
Session 6: Another short conversation concerned a book recommendation.
Session 7: This week I have an unusually heavy deadline.",I have not said whether I am still busy or finally free.,CLARIFY,quick-to-prepare meals,user,current_goal,context-dependent,the user is currently facing a deadline or has very limited cooking time,the deadline has passed and the user has time for relaxed cooking,"Are you still under time pressure, or do you have time for a longer recipe?","I will prioritize a fast, low-preparation meal.",I will consider a more involved recipe instead of assuming you are still time-constrained.
